record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_automation_impact,ai_replacement_risk,open_roles,hiring_trend,remote_jobs_percentage,top_hiring_role,stock_growth_percent,revenue_growth_percent,salary_budget_change,ai_adoption_level,employee_sentiment,job_security_score,market_condition
T4721,Intel,Social Media,Singapore,Enterprise,Apr,2026,11062,38.3,Market Slowdown,8.7,10.0,1999,Hiring Freeze,88.9,Cybersecurity Analyst,-6.8,35.6,-4.0,5.2,5.7,3.5,Recession
T4722,Spotify,FinTech,USA,Big Tech,Aug,2025,18897,35.9,Overhiring Correction,12.6,10.0,1648,Hiring Freeze,68.4,Frontend Developer,-28.6,1.6,-0.3,8.4,3.8,2.8,Recession
T4723,Anthropic,Cybersecurity,Canada,Mid-size,Feb,2024,8542,15.4,AI Automation,2.0,3.3,1640,Downsizing,76.3,ML Engineer,55.5,13.2,-1.6,2.2,7.7,6.3,Recession
T4724,SAP,Gaming,India,Startup,Oct,2025,312,9.4,Restructuring,8.9,7.3,3389,Hiring Freeze,23.1,Software Engineer,-20.8,-4.7,2.7,5.5,6.7,4.9,Stable
T4725,Amazon,AI,India,Enterprise,Dec,2025,5932,4.4,Market Slowdown,2.8,2.9,4884,Moderate Hiring,15.0,ML Engineer,54.7,33.2,12.1,3.4,9.1,7.1,Stable
T4726,OpenAI,Cybersecurity,Singapore,Startup,Jan,2026,4641,7.0,Market Slowdown,7.4,4.5,5323,Moderate Hiring,43.7,Data Scientist,52.3,-19.4,2.3,5.6,6.3,5.8,Stable
T4727,Palantir,E-Commerce,Germany,Big Tech,May,2025,2275,3.6,Cost Cutting,6.8,6.6,2832,Moderate Hiring,84.3,Frontend Developer,75.9,-10.1,-2.7,4.7,5.9,5.7,Bull Market
T4728,Oracle,Cloud,UK,Enterprise,Dec,2025,5673,4.3,Overhiring Correction,2.9,5.2,1393,Hiring Freeze,58.9,Software Engineer,-8.8,59.9,33.6,2.9,8.6,8.5,Stable
T4729,Palantir,E-Commerce,Germany,Startup,Feb,2026,987,6.7,Restructuring,9.2,10.0,5052,Moderate Hiring,61.6,Software Engineer,37.6,40.3,17.4,9.1,7.7,6.3,Bull Market
T4730,SAP,Gaming,USA,Mid-size,Jun,2025,747,8.7,AI Automation,14.2,10.0,5010,Aggressive Hiring,40.6,ML Engineer,82.9,-20.4,-13.5,9.7,3.7,5.3,Bull Market
T4731,Adobe,Social Media,UK,Mid-size,Apr,2024,2088,2.8,Market Slowdown,2.5,3.9,1273,Hiring Freeze,72.8,DevOps Engineer,55.7,-18.7,-5.7,1.6,7.2,6.5,Bull Market
T4732,NVIDIA,Social Media,Germany,Big Tech,Oct,2026,12714,38.8,AI Automation,1.5,9.7,1708,Downsizing,42.4,Cloud Engineer,85.9,-15.4,-22.6,1.1,3.5,1.2,Recession
T4733,Uber,Social Media,USA,Enterprise,Aug,2025,958,2.6,Overhiring Correction,8.8,6.9,5481,Aggressive Hiring,86.5,Data Scientist,79.3,58.7,24.9,9.9,8.9,8.8,Bull Market
T4734,Databricks,Social Media,Canada,Mid-size,Oct,2024,5627,5.3,Market Slowdown,2.4,4.1,4620,Hiring Freeze,74.3,Frontend Developer,25.2,36.1,6.6,3.5,6.2,6.8,Stable
T4735,SAP,AI,UK,Startup,Jan,2024,581,5.5,Overhiring Correction,4.7,1.6,1351,Hiring Freeze,74.3,ML Engineer,18.6,15.4,4.1,3.9,8.6,7.6,Bull Market
T4736,Oracle,Gaming,UK,Mid-size,Feb,2025,1097,0.9,Market Slowdown,14.9,10.0,439,Moderate Hiring,38.8,Product Manager,-15.1,24.8,20.2,9.8,6.6,6.5,Bull Market
T4737,NVIDIA,Gaming,UK,Startup,Mar,2025,1921,21.9,Market Slowdown,14.4,10.0,1797,Hiring Freeze,35.3,Data Scientist,-42.9,7.0,8.7,9.2,4.5,4.4,Recession
T4738,Databricks,AI,Germany,Startup,May,2024,467,7.5,Restructuring,6.7,3.4,4257,Moderate Hiring,72.1,ML Engineer,-8.2,0.6,-4.2,4.2,5.5,5.7,Bull Market
T4739,Spotify,Cloud,Singapore,Mid-size,Nov,2025,795,10.6,Market Slowdown,3.6,4.4,5023,Moderate Hiring,89.6,Frontend Developer,76.6,27.5,9.3,3.0,5.1,6.0,Stable
T4740,Google,Gaming,Singapore,Enterprise,Mar,2025,2105,0.8,AI Automation,1.1,1.5,254,Hiring Freeze,63.3,Frontend Developer,-15.3,33.8,23.5,1.3,9.2,8.5,Bull Market
T4741,Apple,Cloud,USA,Startup,Feb,2026,566,11.9,AI Automation,4.4,8.5,5666,Moderate Hiring,80.4,Cloud Engineer,67.0,36.5,10.3,4.4,5.6,5.7,Stable
T4742,Microsoft,Cybersecurity,USA,Mid-size,Jan,2025,138,2.7,AI Automation,12.1,10.0,1535,Moderate Hiring,75.0,Frontend Developer,53.7,-1.7,-4.9,8.6,5.3,5.7,Bull Market
T4743,Airbnb,Social Media,Germany,Mid-size,Jun,2024,965,5.0,Cost Cutting,3.3,1.8,4024,Moderate Hiring,58.3,Software Engineer,-14.0,-16.9,-14.3,4.5,6.0,7.1,Bull Market
T4744,Amazon,Social Media,UK,Enterprise,Aug,2026,1786,5.2,Cost Cutting,7.4,7.4,920,Moderate Hiring,62.1,Frontend Developer,14.9,6.3,10.2,8.0,6.0,5.8,Bull Market
T4745,Intel,Gaming,India,Enterprise,Jun,2025,19236,27.0,AI Automation,4.4,10.0,951,Downsizing,60.0,ML Engineer,-17.9,-3.8,1.2,4.4,4.3,2.8,Recession
T4746,Microsoft,Gaming,Germany,Startup,Nov,2026,14002,15.2,Overhiring Correction,7.7,10.0,241,Hiring Freeze,69.3,Cybersecurity Analyst,28.7,55.8,27.8,7.3,6.4,5.6,Recession
T4747,Databricks,FinTech,UK,Mid-size,Sep,2025,2895,5.4,Market Slowdown,5.6,10.0,4666,Moderate Hiring,28.6,Data Scientist,45.5,10.5,7.5,7.0,7.7,6.7,Stable
T4748,Salesforce,Cloud,Germany,Enterprise,Jul,2026,13835,25.7,Cost Cutting,9.5,10.0,1184,Downsizing,72.3,ML Engineer,73.1,31.4,-0.8,7.5,4.5,3.5,Recession
T4749,Databricks,FinTech,USA,Startup,Jan,2024,4107,4.5,Cost Cutting,6.5,10.0,5567,Aggressive Hiring,12.5,Cloud Engineer,71.2,16.0,11.9,7.9,7.0,5.6,Stable
T4750,Apple,Cloud,UK,Enterprise,Jun,2026,1872,32.4,AI Automation,7.1,10.0,1897,Hiring Freeze,22.6,Product Manager,46.0,28.8,7.8,5.9,4.3,3.6,Recession
T4751,Uber,Social Media,Singapore,Enterprise,Sep,2026,4784,13.0,AI Automation,3.5,3.6,587,Hiring Freeze,74.4,ML Engineer,-14.4,-0.3,4.5,3.9,7.7,6.1,Recession
T4752,Salesforce,AI,Germany,Enterprise,Dec,2026,1875,4.4,Overhiring Correction,6.5,5.7,4071,Hiring Freeze,74.4,Data Scientist,5.5,-18.2,-0.2,4.5,8.0,6.0,Bull Market
T4753,Amazon,Cybersecurity,Singapore,Big Tech,May,2025,527,7.0,Cost Cutting,6.9,8.2,3697,Moderate Hiring,70.0,Cybersecurity Analyst,38.4,41.2,19.6,7.9,8.8,7.6,Bull Market
T4754,Intel,Cloud,UK,Big Tech,Aug,2025,6792,11.2,Market Slowdown,2.2,6.1,4992,Moderate Hiring,38.6,DevOps Engineer,-19.5,13.1,-0.5,2.6,7.7,5.7,Stable
T4755,Spotify,Cybersecurity,Germany,Enterprise,Jan,2025,5924,18.2,Restructuring,3.5,4.3,702,Downsizing,15.1,Product Manager,39.9,-18.4,-10.1,2.5,3.3,4.7,Recession
T4756,Adobe,Gaming,USA,Startup,Jul,2026,5094,14.7,Overhiring Correction,5.9,7.7,2884,Moderate Hiring,50.0,Software Engineer,-7.1,13.3,1.4,4.8,4.4,6.1,Stable
T4757,Anthropic,Cloud,Germany,Enterprise,Mar,2026,18896,12.2,Restructuring,4.8,10.0,1782,Hiring Freeze,11.4,Frontend Developer,76.5,13.0,-3.1,7.8,7.0,6.1,Recession
T4758,Intel,Gaming,UK,Mid-size,Oct,2024,5314,5.3,Overhiring Correction,8.6,4.7,4972,Moderate Hiring,87.0,DevOps Engineer,74.6,18.1,11.6,5.2,6.7,7.9,Stable
T4759,Intel,Social Media,UK,Big Tech,Mar,2024,2426,6.8,AI Automation,9.9,4.7,4553,Moderate Hiring,54.8,Data Scientist,9.4,6.1,12.0,6.8,6.4,6.5,Bull Market
T4760,Spotify,AI,Germany,Mid-size,Jun,2026,5625,15.7,Cost Cutting,6.2,9.5,8357,Aggressive Hiring,55.6,Data Scientist,7.7,57.3,23.7,4.7,8.6,5.9,Stable
T4761,Databricks,E-Commerce,USA,Startup,Oct,2026,5701,1.4,Cost Cutting,2.9,2.3,2918,Hiring Freeze,74.5,Software Engineer,81.7,7.3,9.9,3.0,6.1,6.7,Stable
T4762,Apple,Gaming,Singapore,Enterprise,Aug,2026,3503,3.4,Cost Cutting,8.2,10.0,5599,Moderate Hiring,47.8,Software Engineer,27.9,-1.9,6.6,8.9,5.9,5.7,Stable
T4763,NVIDIA,Cloud,UK,Startup,May,2024,17828,39.2,AI Automation,2.4,10.0,1590,Downsizing,28.6,DevOps Engineer,-0.8,-20.4,-10.1,2.2,1.7,1.9,Recession
T4764,NVIDIA,Gaming,USA,Mid-size,Jan,2026,309,4.6,Cost Cutting,7.2,9.2,662,Hiring Freeze,46.6,Cybersecurity Analyst,13.6,43.5,23.9,5.8,7.2,7.6,Bull Market
T4765,Stripe,FinTech,India,Enterprise,Aug,2026,1301,15.7,Overhiring Correction,6.4,10.0,2279,Hiring Freeze,46.5,ML Engineer,73.7,-22.0,-12.5,5.7,5.1,4.7,Stable
T4766,Intel,Cloud,Singapore,Mid-size,Aug,2026,6900,17.2,Market Slowdown,9.4,10.0,4423,Moderate Hiring,77.8,Data Scientist,64.9,46.1,9.2,9.4,6.4,6.0,Stable
T4767,Stripe,E-Commerce,Singapore,Enterprise,Oct,2026,6104,4.5,Market Slowdown,13.7,10.0,2883,Moderate Hiring,24.5,Cloud Engineer,-43.8,1.2,-0.4,8.7,4.9,5.3,Stable
T4768,Databricks,FinTech,Germany,Startup,Dec,2024,1951,1.2,AI Automation,5.4,3.5,2363,Hiring Freeze,25.9,DevOps Engineer,26.9,16.3,15.1,3.7,6.0,8.1,Bull Market
T4769,OpenAI,Social Media,UK,Mid-size,Sep,2024,3473,12.9,Cost Cutting,6.8,8.4,971,Hiring Freeze,40.0,Data Scientist,-33.4,45.1,26.0,5.9,7.7,5.5,Stable
T4770,Apple,Social Media,UK,Startup,Oct,2024,199,7.3,Restructuring,8.2,4.8,5816,Moderate Hiring,12.9,Product Manager,46.0,-19.6,-15.3,7.6,7.1,4.8,Bull Market
T4771,Apple,E-Commerce,Germany,Startup,May,2026,182,8.5,AI Automation,2.7,4.6,2079,Hiring Freeze,79.6,Frontend Developer,-37.2,47.2,7.2,1.6,6.2,6.8,Stable
T4772,Spotify,AI,UK,Big Tech,Feb,2024,3732,4.0,Cost Cutting,7.7,6.4,4739,Moderate Hiring,82.0,Data Scientist,67.2,53.5,17.8,5.3,8.0,7.9,Stable
T4773,Palantir,E-Commerce,India,Startup,Jun,2024,1719,6.9,Cost Cutting,1.8,2.9,4576,Hiring Freeze,25.3,Software Engineer,-19.6,26.9,5.4,1.6,9.1,8.2,Bull Market
T4774,Apple,Cybersecurity,Singapore,Mid-size,Nov,2025,646,9.5,Market Slowdown,2.3,7.4,3516,Hiring Freeze,43.6,DevOps Engineer,38.0,28.4,7.8,2.5,5.7,5.6,Bull Market
T4775,Stripe,FinTech,India,Mid-size,Aug,2025,2623,15.7,Market Slowdown,9.2,10.0,3941,Moderate Hiring,57.6,Frontend Developer,64.3,54.9,17.5,9.2,7.5,6.8,Stable
T4776,Netflix,Cloud,Canada,Mid-size,Apr,2024,2183,14.4,Restructuring,4.5,10.0,475,Hiring Freeze,31.8,Cloud Engineer,-43.5,-8.9,-8.2,6.2,7.1,3.4,Stable
T4777,Uber,Social Media,India,Big Tech,Oct,2025,8934,39.7,Overhiring Correction,1.6,10.0,248,Downsizing,14.4,Product Manager,-28.4,55.9,16.7,1.4,6.8,3.1,Recession
T4778,Netflix,AI,UK,Startup,Mar,2025,993,7.6,AI Automation,6.7,8.1,3403,Hiring Freeze,43.7,ML Engineer,-20.8,47.8,12.8,7.0,8.9,7.3,Bull Market
T4779,OpenAI,E-Commerce,India,Startup,Nov,2026,2945,7.9,Market Slowdown,9.7,7.6,3275,Moderate Hiring,77.2,Product Manager,30.0,41.6,18.0,7.5,9.6,7.4,Stable
T4780,Anthropic,E-Commerce,Canada,Big Tech,Aug,2024,5920,4.6,Market Slowdown,10.8,6.7,4533,Moderate Hiring,44.9,Product Manager,-5.8,3.1,-3.3,7.1,8.7,5.5,Stable
T4781,Intel,E-Commerce,India,Startup,Mar,2024,1630,4.3,Overhiring Correction,13.9,6.5,4213,Moderate Hiring,89.9,Cybersecurity Analyst,-33.8,-19.3,-0.1,9.8,5.2,6.4,Bull Market
T4782,Stripe,Cybersecurity,India,Startup,Apr,2024,19655,35.4,Overhiring Correction,5.8,10.0,982,Downsizing,67.9,DevOps Engineer,69.5,31.5,13.8,5.3,3.2,4.3,Recession
T4783,Intel,AI,Germany,Mid-size,Aug,2024,1952,8.2,AI Automation,2.4,2.8,5876,Hiring Freeze,47.5,Data Scientist,-30.6,39.3,4.9,2.3,7.1,7.6,Bull Market
T4784,Apple,Cybersecurity,Germany,Mid-size,Dec,2025,3295,17.1,Overhiring Correction,10.8,10.0,1922,Moderate Hiring,66.1,Data Scientist,32.6,-20.1,-16.1,9.0,3.2,4.1,Stable
T4785,Salesforce,AI,India,Big Tech,Oct,2026,10549,35.3,AI Automation,7.9,10.0,4013,Hiring Freeze,84.3,Data Scientist,-4.7,-6.3,-7.6,5.3,2.5,1.7,Recession
T4786,Anthropic,Cloud,Germany,Startup,Aug,2024,2236,8.2,Cost Cutting,11.0,6.0,1272,Hiring Freeze,32.4,Software Engineer,-7.5,-22.0,-12.0,8.0,7.0,5.8,Bull Market
T4787,Google,Cybersecurity,Singapore,Big Tech,Feb,2026,173,2.6,Overhiring Correction,8.2,5.6,1071,Hiring Freeze,62.3,ML Engineer,49.6,51.0,13.5,6.6,7.3,7.5,Bull Market
T4788,Spotify,FinTech,India,Mid-size,Oct,2025,9157,25.7,AI Automation,12.4,10.0,359,Hiring Freeze,32.8,Cybersecurity Analyst,18.1,25.8,-0.7,8.1,6.8,4.6,Recession
T4789,Apple,Cloud,India,Startup,Jun,2024,4335,6.1,Restructuring,4.1,4.3,2349,Moderate Hiring,59.5,DevOps Engineer,16.6,-8.7,4.7,3.7,7.2,6.4,Stable
T4790,Intel,E-Commerce,Canada,Startup,Apr,2024,665,6.8,Overhiring Correction,4.1,9.6,4468,Moderate Hiring,59.3,ML Engineer,46.6,-17.7,-5.5,5.0,7.3,4.9,Bull Market
T4791,Anthropic,Cybersecurity,USA,Big Tech,Feb,2025,483,2.5,Market Slowdown,2.4,2.9,5923,Moderate Hiring,51.5,Cloud Engineer,61.9,48.1,23.0,1.8,9.7,8.8,Bull Market
T4792,Google,Cloud,Singapore,Enterprise,Jan,2024,2127,0.2,Restructuring,6.9,7.2,366,Moderate Hiring,69.2,Product Manager,44.8,13.0,7.4,6.1,8.7,6.2,Bull Market
T4793,Anthropic,Social Media,Canada,Big Tech,Sep,2026,4396,1.3,Restructuring,9.6,4.2,1157,Hiring Freeze,53.5,Cybersecurity Analyst,15.6,2.4,11.6,5.7,7.7,6.4,Stable
T4794,Salesforce,FinTech,Singapore,Enterprise,Oct,2024,171,6.7,Market Slowdown,8.1,9.4,1997,Moderate Hiring,48.7,Cybersecurity Analyst,5.5,22.0,2.9,5.8,8.2,6.9,Bull Market
T4795,Salesforce,AI,UK,Big Tech,Jul,2025,1052,5.0,Overhiring Correction,5.2,5.4,3321,Moderate Hiring,59.6,ML Engineer,-33.2,-13.8,-14.1,3.8,8.0,6.3,Bull Market
T4796,Adobe,Social Media,Germany,Mid-size,Sep,2025,1385,10.3,Market Slowdown,6.1,8.5,607,Hiring Freeze,18.6,ML Engineer,23.9,20.1,11.5,8.7,7.6,4.9,Stable
T4797,Microsoft,Cybersecurity,USA,Enterprise,Jan,2025,9660,37.4,Cost Cutting,1.2,9.7,703,Downsizing,68.2,ML Engineer,-21.9,-21.0,-14.1,1.3,1.9,2.0,Recession
T4798,Palantir,FinTech,Singapore,Enterprise,Jul,2024,192,0.2,AI Automation,10.0,7.7,3419,Moderate Hiring,86.2,Cloud Engineer,79.5,9.1,-1.4,6.0,6.5,7.1,Bull Market
T4799,OpenAI,E-Commerce,UK,Mid-size,Oct,2025,4274,16.9,AI Automation,12.2,10.0,1071,Hiring Freeze,13.6,Product Manager,26.4,8.8,7.9,8.2,5.0,5.4,Stable
T4800,Oracle,Gaming,Singapore,Big Tech,Jan,2025,2177,17.4,Overhiring Correction,7.2,10.0,1533,Hiring Freeze,49.6,Cloud Engineer,-2.9,4.8,-5.9,7.2,6.6,5.2,Stable
T4801,Palantir,Social Media,Singapore,Big Tech,Sep,2025,17123,20.2,Restructuring,2.8,5.5,110,Downsizing,55.5,Cybersecurity Analyst,-8.6,26.7,10.5,2.7,6.7,6.1,Recession
T4802,Spotify,Cybersecurity,USA,Startup,Nov,2025,1372,3.5,Restructuring,8.3,10.0,2881,Hiring Freeze,13.1,Frontend Developer,64.2,45.2,26.5,6.2,9.6,6.9,Bull Market
T4803,Apple,E-Commerce,UK,Startup,Oct,2024,13877,19.7,Overhiring Correction,10.3,10.0,1661,Moderate Hiring,70.1,DevOps Engineer,55.3,12.5,1.7,9.4,4.5,3.6,Recession
T4804,SAP,Cybersecurity,Canada,Enterprise,Aug,2024,1433,0.2,AI Automation,2.1,4.1,3185,Moderate Hiring,21.3,DevOps Engineer,66.3,50.2,30.6,3.0,10.0,8.3,Bull Market
T4805,Netflix,FinTech,Canada,Mid-size,Dec,2025,823,4.7,Market Slowdown,2.9,3.6,3108,Moderate Hiring,24.3,Frontend Developer,43.2,-15.6,-14.2,3.4,6.4,6.1,Bull Market
T4806,Databricks,Cybersecurity,India,Enterprise,Sep,2024,2045,8.4,Market Slowdown,5.7,5.4,2771,Moderate Hiring,79.3,DevOps Engineer,47.9,30.6,17.0,5.9,7.1,7.3,Bull Market
T4807,SAP,AI,UK,Startup,Jul,2025,2781,17.3,AI Automation,2.1,5.0,2726,Hiring Freeze,57.2,ML Engineer,-7.7,20.9,1.5,1.6,7.9,5.6,Stable
T4808,Anthropic,Gaming,Germany,Enterprise,Jul,2026,369,1.8,Overhiring Correction,0.9,3.1,1058,Hiring Freeze,77.8,ML Engineer,39.0,46.5,28.4,1.4,7.0,9.4,Stable
T4809,Apple,Gaming,USA,Mid-size,Aug,2024,17728,18.2,Market Slowdown,6.1,10.0,1340,Hiring Freeze,61.9,ML Engineer,76.3,-17.8,-18.0,7.0,6.9,3.0,Recession
T4810,OpenAI,AI,India,Enterprise,Mar,2024,3821,8.0,Cost Cutting,4.8,10.0,4620,Moderate Hiring,22.5,Data Scientist,-38.8,-8.4,-10.0,6.0,4.3,5.9,Stable
T4811,Airbnb,AI,USA,Enterprise,Oct,2024,6191,15.9,Market Slowdown,7.9,8.2,8983,Moderate Hiring,54.2,Data Scientist,45.6,50.9,27.3,5.1,7.4,6.4,Stable
T4812,Airbnb,Cloud,Singapore,Enterprise,Jul,2025,1661,9.6,AI Automation,1.4,4.8,4548,Hiring Freeze,80.8,Cybersecurity Analyst,-5.0,46.1,26.0,1.3,8.6,6.6,Bull Market
T4813,Google,Cybersecurity,Canada,Startup,Sep,2024,5591,12.6,Restructuring,1.1,6.0,545,Downsizing,88.1,DevOps Engineer,50.7,19.6,-2.3,1.5,7.2,6.7,Stable
T4814,Databricks,AI,Singapore,Mid-size,May,2024,1308,3.6,Cost Cutting,3.6,4.4,5956,Moderate Hiring,42.1,ML Engineer,54.6,42.8,26.8,2.5,6.8,8.1,Bull Market
T4815,NVIDIA,FinTech,Singapore,Mid-size,Jul,2026,1690,0.1,Overhiring Correction,1.4,1.0,3578,Moderate Hiring,26.5,Cybersecurity Analyst,74.9,16.3,0.6,1.8,5.5,8.4,Bull Market
T4816,Spotify,Cybersecurity,Singapore,Big Tech,Jan,2026,3331,9.9,Restructuring,6.8,7.4,528,Hiring Freeze,26.5,DevOps Engineer,-39.5,57.9,30.2,5.5,7.0,6.9,Recession
T4817,Meta,E-Commerce,USA,Startup,Jul,2024,4056,15.5,Market Slowdown,3.2,6.8,5177,Moderate Hiring,87.0,Cloud Engineer,83.6,-0.3,-3.6,3.2,5.8,5.1,Stable
T4818,Airbnb,Cloud,Germany,Startup,Dec,2026,1458,7.4,AI Automation,1.1,3.9,2802,Moderate Hiring,21.1,Cloud Engineer,-28.1,-20.0,-7.4,1.2,5.7,6.3,Bull Market
T4819,OpenAI,FinTech,UK,Mid-size,Feb,2026,4316,11.4,Restructuring,2.6,5.2,3539,Moderate Hiring,54.4,DevOps Engineer,32.1,21.5,12.5,2.2,5.0,6.8,Stable
T4820,Airbnb,Cybersecurity,Singapore,Big Tech,Feb,2025,3340,7.7,Restructuring,8.0,7.2,3071,Moderate Hiring,22.1,ML Engineer,78.4,26.2,14.4,8.3,5.7,6.9,Stable
T4821,OpenAI,Gaming,UK,Startup,May,2025,15838,14.8,Overhiring Correction,8.9,10.0,675,Hiring Freeze,29.3,Cybersecurity Analyst,31.5,41.4,12.4,9.0,5.7,5.7,Recession
T4822,Oracle,E-Commerce,USA,Mid-size,May,2024,2471,5.5,Market Slowdown,5.4,8.2,2050,Moderate Hiring,18.6,DevOps Engineer,70.9,-24.5,-2.3,8.1,7.1,4.3,Stable
T4823,Netflix,E-Commerce,Canada,Enterprise,May,2024,561,5.0,Overhiring Correction,10.6,10.0,3515,Aggressive Hiring,83.8,Data Scientist,1.4,-16.8,0.7,9.7,7.8,4.3,Bull Market
T4824,Anthropic,Cybersecurity,Germany,Mid-size,Dec,2025,1700,16.5,Overhiring Correction,13.0,10.0,2638,Hiring Freeze,89.9,Product Manager,-42.1,57.0,21.6,9.9,7.8,6.6,Stable
T4825,Netflix,AI,Singapore,Mid-size,Dec,2024,1242,1.8,Overhiring Correction,5.4,10.0,1237,Moderate Hiring,20.2,ML Engineer,8.7,31.6,13.9,7.7,6.8,5.8,Bull Market
T4826,Stripe,Gaming,Canada,Mid-size,Oct,2024,412,3.3,AI Automation,10.2,5.6,2160,Moderate Hiring,65.8,Cybersecurity Analyst,-27.0,-13.9,5.7,8.6,7.1,5.9,Bull Market
T4827,SAP,Social Media,USA,Mid-size,May,2026,1686,6.5,Market Slowdown,3.2,8.0,4557,Moderate Hiring,29.6,Software Engineer,74.9,-7.5,4.7,4.0,5.1,6.3,Bull Market
T4828,Anthropic,FinTech,UK,Big Tech,Feb,2025,6987,8.2,Market Slowdown,6.2,7.0,2260,Moderate Hiring,67.1,DevOps Engineer,65.8,39.3,5.3,3.9,7.2,6.3,Stable
T4829,Microsoft,Social Media,Germany,Big Tech,May,2025,1150,11.0,Restructuring,1.8,2.6,4085,Hiring Freeze,88.3,Software Engineer,-1.8,48.4,24.8,1.7,6.3,6.9,Stable
T4830,Palantir,Cybersecurity,India,Startup,Nov,2026,1519,7.9,Market Slowdown,10.0,8.6,5074,Hiring Freeze,33.4,Frontend Developer,24.0,15.2,3.9,6.2,7.0,5.7,Bull Market
T4831,Intel,E-Commerce,Singapore,Big Tech,Jul,2025,3560,3.8,Restructuring,4.7,5.1,4476,Moderate Hiring,80.0,DevOps Engineer,39.7,-22.8,-0.7,4.9,4.5,5.5,Stable
T4832,Oracle,E-Commerce,Germany,Enterprise,Jan,2026,973,11.1,Market Slowdown,12.2,4.9,4975,Aggressive Hiring,45.0,Frontend Developer,-32.6,2.5,8.2,8.4,6.6,6.1,Stable
T4833,Apple,AI,Canada,Enterprise,Oct,2025,12503,38.3,Market Slowdown,6.2,10.0,8736,Hiring Freeze,73.3,ML Engineer,85.0,44.3,14.0,7.7,5.5,4.3,Recession
T4834,Salesforce,FinTech,India,Startup,Jan,2025,122,8.6,Overhiring Correction,3.0,3.1,5626,Moderate Hiring,44.6,Cybersecurity Analyst,20.6,-11.0,-6.7,2.1,7.9,6.5,Stable
T4835,Databricks,Cybersecurity,Canada,Big Tech,Oct,2026,11559,9.9,Overhiring Correction,4.6,8.2,73,Hiring Freeze,33.2,ML Engineer,-0.1,37.7,6.4,3.6,8.3,5.8,Recession
T4836,OpenAI,Cloud,Germany,Enterprise,Mar,2024,1946,17.8,AI Automation,4.7,8.6,2513,Hiring Freeze,24.2,Cloud Engineer,62.6,28.4,15.9,3.8,6.8,6.0,Stable
T4837,Oracle,AI,Singapore,Enterprise,Jul,2026,8826,23.7,Cost Cutting,3.1,6.9,5586,Hiring Freeze,74.5,ML Engineer,35.2,24.1,1.9,2.6,6.6,4.0,Recession
T4838,Databricks,Gaming,Canada,Big Tech,Nov,2026,17344,25.2,Restructuring,10.3,10.0,433,Hiring Freeze,73.8,Product Manager,9.1,54.7,16.8,8.6,6.0,4.4,Recession
T4839,Spotify,AI,USA,Big Tech,May,2025,5282,12.3,Restructuring,1.7,2.8,8918,Moderate Hiring,48.4,ML Engineer,-22.6,-6.1,-4.0,1.6,6.2,5.5,Stable
T4840,Uber,Cybersecurity,USA,Mid-size,May,2024,51,8.5,AI Automation,3.0,7.7,4769,Moderate Hiring,24.0,Data Scientist,89.7,-4.0,-7.3,4.6,7.5,6.3,Bull Market
T4841,Uber,AI,Canada,Mid-size,Apr,2024,6000,38.4,AI Automation,9.9,10.0,9969,Moderate Hiring,67.2,ML Engineer,20.7,-14.1,-18.1,6.9,2.7,1.2,Recession
T4842,Microsoft,AI,Canada,Enterprise,Jul,2025,9656,25.5,Market Slowdown,7.9,10.0,2915,Hiring Freeze,49.3,ML Engineer,-36.0,-20.8,-11.9,9.6,2.3,1.9,Recession
T4843,Anthropic,Cybersecurity,UK,Enterprise,Jun,2025,13271,32.5,Cost Cutting,2.7,9.7,1432,Downsizing,17.9,DevOps Engineer,58.1,8.2,1.5,2.5,3.2,3.4,Recession
T4844,Adobe,FinTech,India,Big Tech,Feb,2025,1960,7.6,Cost Cutting,8.6,6.6,2239,Moderate Hiring,60.1,Cybersecurity Analyst,12.9,-0.8,2.8,9.6,5.8,6.6,Bull Market
T4845,Oracle,Cybersecurity,Germany,Enterprise,Dec,2026,5051,13.4,Cost Cutting,1.7,5.2,3996,Hiring Freeze,57.6,DevOps Engineer,84.6,27.4,8.8,1.3,8.4,5.9,Stable
T4846,Salesforce,AI,Germany,Mid-size,Dec,2024,7248,10.6,Cost Cutting,9.9,10.0,5596,Hiring Freeze,69.6,Data Scientist,-32.9,17.0,8.4,6.1,7.7,5.0,Recession
T4847,Salesforce,FinTech,Germany,Big Tech,Apr,2026,8006,23.1,Cost Cutting,7.9,10.0,1057,Hiring Freeze,31.3,Frontend Developer,-33.0,18.9,-3.8,5.9,4.1,3.9,Recession
T4848,Palantir,Social Media,Canada,Enterprise,Nov,2025,3543,13.8,AI Automation,8.0,10.0,1445,Hiring Freeze,40.5,Frontend Developer,65.7,-10.6,0.4,8.9,3.6,3.5,Recession
T4849,SAP,Social Media,Canada,Mid-size,Jan,2026,1069,15.4,AI Automation,8.3,10.0,3585,Moderate Hiring,67.2,Frontend Developer,8.4,51.4,27.5,5.4,6.1,6.8,Stable
T4850,Databricks,Cybersecurity,Singapore,Startup,Mar,2025,2077,11.8,Restructuring,11.3,10.0,901,Hiring Freeze,56.5,Frontend Developer,48.5,21.9,14.2,7.4,8.1,6.1,Recession
